protocol,outcome,model,lang,subject,n,spearman_rho,mae_log,roc_auc,brier
new_reader_known_passage_loso,conditional_log_reading_time,population_duration_prior,L1,L1|pp14,11958,0.2555485095765993,0.45747994073518167,,
new_reader_known_passage_loso,fixation_occurrence,population_fixation_rate,L1,L1|pp15,18828,,,0.8166961503315898,0.11841116338718502
new_reader_known_passage_loso,conditional_log_reading_time,population_duration_prior,L1,L1|pp15,15457,0.3390678384495157,0.5120932827360335,,
new_reader_known_passage_loso,fixation_occurrence,population_fixation_rate,L1,L1|pp16,16995,,,0.7281808199372924,0.17660007879378323
new_reader_known_passage_loso,conditional_log_reading_time,population_duration_prior,L1,L1|pp16,12230,0.24222355784265898,0.4792527040884029,,
new_reader_known_passage_loso,fixation_occurrence,population_fixation_rate,L1,L1|pp17,18828,,,0.8466943429690015,0.10897048615804872
new_reader_known_passage_loso,conditional_log_reading_time,population_duration_prior,L1,L1|pp17,16158,0.36746846718117043,0.5505624875754697,,
new_reader_known_passage_loso,fixation_occurrence,population_fixation_rate,L1,L1|pp19,18828,,,0.723710909352618,0.21004213342105396
new_reader_known_passage_loso,conditional_log_reading_time,population_duration_prior,L1,L1|pp19,11900,0.2838843007302499,0.4890605104685901,,
new_reader_known_passage_loso,fixation_occurrence,population_fixation_rate,L2,L2|pp01,15548,,,0.809271787273638,0.11322324811733955
new_reader_known_passage_loso,conditional_log_reading_time,population_duration_prior,L2,L2|pp01,12792,0.3378090955783236,0.44527661135110647,,
new_reader_known_passage_loso,fixation_occurrence,population_fixation_rate,L2,L2|pp02,17632,,,0.7653209472931851,0.14009670968609264
new_reader_known_passage_loso,conditional_log_reading_time,population_duration_prior,L2,L2|pp02,13867,0.32435122194828075,0.48057861910613153,,
new_reader_known_passage_loso,fixation_occurrence,population_fixation_rate,L2,L2|pp03,15548,,,0.7855510152468118,0.12002734661597537
new_reader_known_passage_loso,conditional_log_reading_time,population_duration_prior,L2,L2|pp03,12733,0.3145798426470061,0.43709343629545944,,
new_reader_known_passage_loso,fixation_occurrence,population_fixation_rate,L2,L2|pp04,17632,,,0.8054823444142942,0.11276776205510185
new_reader_known_passage_loso,conditional_log_reading_time,population_duration_prior,L2,L2|pp04,14754,0.33487763373103135,0.4662213147738314,,
new_reader_known_passage_loso,fixation_occurrence,population_fixation_rate,L2,L2|pp05,15548,,,0.8268693250841652,0.10827104117237897
new_reader_known_passage_loso,conditional_log_reading_time,population_duration_prior,L2,L2|pp05,12883,0.3556980670057144,0.503287003671374,,
new_reader_known_passage_loso,fixation_occurrence,population_fixation_rate,L2,L2|pp06,17632,,,0.8028326679515418,0.12505184658295246
new_reader_known_passage_loso,conditional_log_reading_time,population_duration_prior,L2,L2|pp06,13999,0.348098110561488,0.5365916162335924,,
new_reader_known_passage_loso,fixation_occurrence,population_fixation_rate,L2,L2|pp07,15548,,,0.7542797370621347,0.15823816806258278
new_reader_known_passage_loso,conditional_log_reading_time,population_duration_prior,L2,L2|pp07,11607,0.30524018896212285,0.4733111087659014,,
new_reader_known_passage_loso,fixation_occurrence,population_fixation_rate,L2,L2|pp08,17632,,,0.8179452821228919,0.10152756728437075
new_reader_known_passage_loso,conditional_log_reading_time,population_duration_prior,L2,L2|pp08,15337,0.3383078698673935,0.49319963263438543,,
new_reader_known_passage_loso,fixation_occurrence,population_fixation_rate,L2,L2|pp09,15548,,,0.8122109672525927,0.12127199878035998
new_reader_known_passage_loso,conditional_log_reading_time,population_duration_prior,L2,L2|pp09,12343,0.3257977533654052,0.48648565375901054,,
new_reader_known_passage_loso,fixation_occurrence,population_fixation_rate,L2,L2|pp10,17632,,,0.7732939168137879,0.13615409377730728
new_reader_known_passage_loso,conditional_log_reading_time,population_duration_prior,L2,L2|pp10,13945,0.3262127328678281,0.4779687928991294,,
new_reader_known_passage_loso,fixation_occurrence,population_fixation_rate,L2,L2|pp11,15548,,,0.7214789430443327,0.2011371793283722
new_reader_known_passage_loso,conditional_log_reading_time,population_duration_prior,L2,L2|pp11,10597,0.30094252595022297,0.5068399579081263,,
new_reader_known_passage_loso,fixation_occurrence,population_fixation_rate,L2,L2|pp12,17632,,,0.7695787743153835,0.14946783459436827
new_reader_known_passage_loso,conditional_log_reading_time,population_duration_prior,L2,L2|pp12,13363,0.29677416138036206,0.4935144186746731,,
new_reader_known_passage_loso,fixation_occurrence,population_fixation_rate,L2,L2|pp13,15548,,,0.8072322590512019,0.11348349356989268
new_reader_known_passage_loso,conditional_log_reading_time,population_duration_prior,L2,L2|pp13,12783,0.33670733425307753,0.512823774981951,,
new_reader_known_passage_loso,fixation_occurrence,population_fixation_rate,L2,L2|pp14,17632,,,0.7551088173631295,0.15108359030158408
new_reader_known_passage_loso,conditional_log_reading_time,population_duration_prior,L2,L2|pp14,13537,0.3280984649827631,0.4701437178081079,,
new_reader_known_passage_loso,fixation_occurrence,population_fixation_rate,L2,L2|pp15,15548,,,0.8563032940098481,0.09463644246252942
new_reader_known_passage_loso,conditional_log_reading_time,population_duration_prior,L2,L2|pp15,13223,0.37332756212907486,0.5161067223464699,,
new_reader_known_passage_loso,fixation_occurrence,population_fixation_rate,L2,L2|pp16,17632,,,0.7726711211552599,0.1314274993313224
new_reader_known_passage_loso,conditional_log_reading_time,population_duration_prior,L2,L2|pp16,14145,0.33073221582384926,0.4995224851908839,,
new_reader_known_passage_loso,fixation_occurrence,population_fixation_rate,L2,L2|pp17,15548,,,0.8692919779507745,0.0872741363265332
new_reader_known_passage_loso,conditional_log_reading_time,population_duration_prior,L2,L2|pp17,13733,0.38265923011134434,0.5149458856639006,,
new_reader_known_passage_loso,fixation_occurrence,population_fixation_rate,L2,L2|pp18,17632,,,0.7644445063405253,0.1459519820339282
new_reader_known_passage_loso,conditional_log_reading_time,population_duration_prior,L2,L2|pp18,13588,0.29983502811688095,0.4848127327300401,,
new_reader_known_passage_loso,fixation_occurrence,population_fixation_rate,L2,L2|pp19,15548,,,0.7726344301015162,0.15175466178810662
new_reader_known_passage_loso,conditional_log_reading_time,population_duration_prior,L2,L2|pp19,11593,0.3022046239491089,0.508822155079488,,
